[[1625.0], [2965.0], [67.0], [0.3900000000000001], [0.41000000000000014], [3.0], [3.0], [3.0], [3.0]]
[[1170.7471055644457], [2283.147977772023], [42.21583989294592], [0.3931005643691763], [0.406899435630824], [3.0], [3.0], [3.0], [3.0]]
[[1367.6221343246227], [2614.621999285912], [43.571140377230606], [0.390446890292901], [0.40955310970709924], [3.0], [3.0], [3.0], [3.0]]
[[1051.5927917160907], [2124.5824367681053], [21.751858375654507], [0.3921995876001927], [0.4078004123998076], [3.0], [3.0], [3.0], [3.0]]
[[1479.6285720036572], [2766.6306659282377], [23.224208752653375], [0.3913447967375423], [0.40865520326245797], [3.0], [3.0], [3.0], [3.0]]
[[1171.6251800754435], [2284.626044059568], [41.90326687175033], [0.3930786717058665], [0.40692132829413374], [3.0], [3.0], [3.0], [3.0]]
[[1366.1020626578465], [2612.5019381279035], [43.24151509069745], [0.3904572440696161], [0.40954275593038414], [3.0], [3.0], [3.0], [3.0]]
[[1052.472984560017], [2126.0627308252615], [21.524662559793157], [0.3921776778230561], [0.40782232217694414], [3.0], [3.0], [3.0], [3.0]]
[[1478.108652257773], [2764.5108083409186], [22.980331948253983], [0.3913549270454335], [0.40864507295456676], [3.0], [3.0], [3.0], [3.0]]
[[1172.5050543224422], [2286.1059099983677], [41.591755281677344], [0.39305701479446187], [0.4069429852055384], [3.0], [3.0], [3.0], [3.0]]
[[1364.5837940231145], [2610.3836811257274], [42.91304785342994], [0.39046678857200723], [0.40953321142799304], [3.0], [3.0], [3.0], [3.0]]
[[1053.3549737388878], [2127.5448199533457], [21.298617310853565], [0.3921562182500993], [0.407843781749901], [3.0], [3.0], [3.0], [3.0]]
[[1476.5905240120899], [2762.3927393228378], [22.737700768011287], [0.39136427482803215], [0.4086357251719681], [3.0], [3.0], [3.0], [3.0]]
[[1173.386731622343], [2287.5875799730848], [41.281306130835446], [0.39303582457050945], [0.4069641754294908], [3.0], [3.0], [3.0], [3.0]]
[[1363.0673280544402], [2608.2672277777588], [42.58575747495421], [0.3904756292909082], [0.4095243707090921], [3.0], [3.0], [3.0], [3.0]]
[[1054.2387590137837], [2129.028703831029], [21.073722588488803], [0.39213596975479303], [0.40786403024520723], [3.0], [3.0], [3.0], [3.0]]
[[1475.0741884081017], [2760.276460409109], [22.496315563015184], [0.39137296182373893], [0.40862703817626134], [3.0], [3.0], [3.0], [3.0]]
[[1174.270223503702], [2289.071069228833], [40.97192207545767], [0.39301587709910324], [0.406984122900897], [3.0], [3.0], [3.0], [3.0]]
[[1361.5526641656043], [2606.152577280537], [42.25964415021316], [0.3904838821980525], [0.40951611780194774], [3.0], [3.0], [3.0], [3.0]]
[[1055.1243399256377], [2130.5143818408924], [20.84997834035986], [0.3921176755272895], [0.4078823244727108], [3.0], [3.0], [3.0], [3.0]]
[[1473.5596465037836], [2758.1619730225284], [22.25617630748961], [0.3913811216337728], [0.40861887836622746], [3.0], [3.0], [3.0], [3.0]]
[[1175.155540993288], [2290.556392349721], [40.663605716365375], [0.3929979537388477], [0.40700204626115255], [3.0], [3.0], [3.0], [3.0]]
[[1360.0398015315964], [2604.039728503336], [41.93462752785863], [0.39049168201796514], [0.40950831798203513], [3.0], [3.0], [3.0], [3.0]]
[[1056.0117154618558], [2132.0018526210547], [20.62738436629884], [0.39209976838347727], [0.407900231616523], [3.0], [3.0], [3.0], [3.0]]
[[1472.0468993735317], [2756.049278607978], [22.01727949099555], [0.3913889056308304], [0.40861109436916987], [3.0], [3.0], [3.0], [3.0]]
[[1176.0426587347547], [2292.043515803711], [40.35635284108869], [0.3929805953851093], [0.40701940461489095], [3.0], [3.0], [3.0], [3.0]]
[[1358.5287391021388], [2601.9286800066984], [41.61072844458861], [0.3905003476237279], [0.4094996523762724], [3.0], [3.0], [3.0], [3.0]]
[[1056.9008830424525], [2133.4911127016308], [20.405925866340375], [0.3920814609846732], [0.40791853901532704], [3.0], [3.0], [3.0], [3.0]]
[[1470.5359650195646], [2753.9384013753133], [21.77963764721956], [0.3913976448387628], [0.40860235516123744], [3.0], [3.0], [3.0], [3.0]]
[[1176.9315617759921], [2293.5324198174176], [40.050159658065134], [0.3929617828544658], [0.40703821714553445], [3.0], [3.0], [3.0], [3.0]]
[[1357.0194756628412], [2599.8194301262547], [41.2879746219361], [0.3905104669030508], [0.40948953309694947], [3.0], [3.0], [3.0], [3.0]]
[[1057.791857950896], [2134.9821826382663], [20.185613171998458], [0.39206152120015014], [0.4079384787998501], [3.0], [3.0], [3.0], [3.0]]
[[1469.0268506686227], [2751.829351043206], [21.543220706595243], [0.3914079305969467], [0.4085920694030536], [3.0], [3.0], [3.0], [3.0]]
[[1177.8222473591927], [2295.0231007447383], [39.74502533325707], [0.3929424963866244], [0.4070575036133759], [3.0], [3.0], [3.0], [3.0]]
[[1355.5120099531985], [2597.7119771344355], [40.96638953846053], [0.39052712631708664], [0.40947287368291363], [3.0], [3.0], [3.0], [3.0]]
[[1058.6846233899314], [2136.4750398400874], [19.966387658109124], [0.3920416548814445], [0.4079583451185558], [3.0], [3.0], [3.0], [3.0]]
[[1467.51962874854], [2749.722225015831], [21.308039423689856], [0.39142483956386664], [0.4085751604361336], [3.0], [3.0], [3.0], [3.0]]
[[1178.7147239664773], [2296.515569803888], [39.4409450632123], [0.3929226971157864], [0.40707730288421384], [3.0], [3.0], [3.0], [3.0]]
[[1354.0063408465144], [2595.6063194870558], [40.6461839631715], [0.39051999996795717], [0.4094800000320431], [3.0], [3.0], [3.0], [3.0]]
[[1059.5791878566074], [2137.9696957338156], [19.74868049695201], [0.392027867024781], [0.4079721329752193], [3.0], [3.0], [3.0], [3.0]]
[[1466.013858289692], [2747.61643026216], [21.074156851108594], [0.39141802154205285], [0.4085819784579474], [3.0], [3.0], [3.0], [3.0]]
[[1179.6090936879375], [2298.009962000322], [39.13797452780226], [0.3929096946554407], [0.4070903053445596], [3.0], [3.0], [3.0], [3.0]]
[[1352.5024675446525], [2593.502456090207], [40.3267265994122], [0.3905133317536822], [0.4094866682463181], [3.0], [3.0], [3.0], [3.0]]
[[1060.47554093235], [2139.4661363062587], [19.531854556573823], [0.3920089650214913], [0.40799103497850897], [3.0], [3.0], [3.0], [3.0]]
[[1464.5098899984068], [2745.5124384235096], [20.841548617429694], [0.3914123939420713], [0.408587606057929], [3.0], [3.0], [3.0], [3.0]]
[[1180.5051720385466], [2299.506033368199], [38.836074954204335], [0.39288879644461394], [0.4071112035553863], [3.0], [3.0], [3.0], [3.0]]
[[1351.0003799739316], [2591.400373133549], [40.00863357577333], [0.39050787287177124], [0.409492127128229], [3.0], [3.0], [3.0], [3.0]]
[[1061.3737229520457], [2140.9644158054602], [19.316185456476923], [0.3919883937681514], [0.40801160623184884], [3.0], [3.0], [3.0], [3.0]]
[[1463.0077241527988], [2743.410249873902], [20.610144576907874], [0.39140672523636555], [0.4085932747636347], [3.0], [3.0], [3.0], [3.0]]
[[1181.4030554555604], [2301.003911436804], [38.53519285953523], [0.3928693692968337], [0.4071306307031666], [3.0], [3.0], [3.0], [3.0]]
[[1349.5000952345965], [2589.300094057], [39.691739171539766], [0.39050239435394785], [0.4094976056460524], [3.0], [3.0], [3.0], [3.0]]
[[1062.273688391262], [2142.46447300795], [19.10166441176797], [0.3919706989859564], [0.4080293010140439], [3.0], [3.0], [3.0], [3.0]]
[[1461.5073610642376], [2741.309865032079], [20.380013988661045], [0.39140100386402255], [0.4085989961359777], [3.0], [3.0], [3.0], [3.0]]
[[1182.302765707917], [2302.5036249939662], [38.235374324937226], [0.392850625462732], [0.4071493745372683], [3.0], [3.0], [3.0], [3.0]]
[[1348.0016137668867], [2587.2016194636763], [39.375779460250335], [0.39049688594432075], [0.4095031140556795], [3.0], [3.0], [3.0], [3.0]]
[[1063.1754690230687], [2143.96635063706], [18.888296518407003], [0.39194736026955423], [0.40805263973044603], [3.0], [3.0], [3.0], [3.0]]
[[1460.0088010630946], [2739.2112843423356], [20.151100659722147], [0.3913952426671812], [0.4086047573328191], [3.0], [3.0], [3.0], [3.0]]
[[1183.2042047178286], [2304.005044314], [37.936602075948144], [0.3928279580388385], [0.40717204196116175], [3.0], [3.0], [3.0], [3.0]]
[[1346.5049357264656], [2585.104949567559], [39.061334876892765], [0.39049136163622444], [0.4095086383637758], [3.0], [3.0], [3.0], [3.0]]
[[1064.0790399255247], [2145.470015181865], [18.676077711593233], [0.3919307429095018], [0.40806925709049846], [3.0], [3.0], [3.0], [3.0]]
[[1458.512044496039], [2737.1145082708845], [19.923425015806416], [0.39138959930301054], [0.40861040069698973], [3.0], [3.0], [3.0], [3.0]]
[[1184.1075375286237], [2305.5083877092093], [37.63891093114064], [0.39281283255734367], [0.4071871674426566], [3.0], [3.0], [3.0], [3.0]]
[[1345.0100592998092], [2583.010081883216], [38.74770404470571], [0.3904859790962827], [0.4095140209037176], [3.0], [3.0], [3.0], [3.0]]
[[1064.9843892067995], [2146.9754506514696], [18.465006247317604], [0.3919117851233902], [0.40808821487661007], [3.0], [3.0], [3.0], [3.0]]
[[1457.0170917100058], [2735.0195372842954], [19.697010380659336], [0.39138423501384745], [0.4086157649861528], [3.0], [3.0], [3.0], [3.0]]
[[1185.01261095431], [2307.013452563425], [37.34227376871904], [0.3927936425966254], [0.40720635740337485], [3.0], [3.0], [3.0], [3.0]]
[[1343.5169826236802], [2580.9170138570253], [38.43535427823598], [0.3904808986240975], [0.40951910137590275], [3.0], [3.0], [3.0], [3.0]]
[[1065.8915418624997], [2148.4826906617045], [18.25508628717393], [0.39189263106453565], [0.4081073689354646], [3.0], [3.0], [3.0], [3.0]]
[[1455.5239430384256], [2732.9263718309758], [19.471838365872916], [0.3913793214232526], [0.40862067857674766], [3.0], [3.0], [3.0], [3.0]]
[[1185.9194849344024], [2308.520318150269], [37.04670191629641], [0.39277434250990817], [0.4072256574900921], [3.0], [3.0], [3.0], [3.0]]
[[1342.0257036807234], [2578.8257427241015], [38.12415727301685], [0.3904762903029435], [0.40952370969705676], [3.0], [3.0], [3.0], [3.0]]
[[1066.8004966307021], [2149.991733511354], [18.04631778449616], [0.39187337393840993], [0.40812662606159034], [3.0], [3.0], [3.0], [3.0]]
[[1454.0325987925867], [2730.835012329556], [19.247903179255204], [0.3913750457095513], [0.408624954290449], [3.0], [3.0], [3.0], [3.0]]
[[1186.8281595786161], [2310.028984614997], [36.7521961480323], [0.39275545424181635], [0.4072445457581839], [3.0], [3.0], [3.0], [3.0]]
[[1340.536220224085], [2576.736265405074], [37.81411222730057], [0.3904723390448406], [0.4095276609551597], [3.0], [3.0], [3.0], [3.0]]
[[1067.7112460549727], [2151.502569175116], [17.838699747988116], [0.39185451940534444], [0.40814548059465583], [3.0], [3.0], [3.0], [3.0]]
[[1452.5430592510934], [2728.74545915471], [19.025212281542252], [0.39137153065302543], [0.40862846934697483], [3.0], [3.0], [3.0], [3.0]]
[[1187.738634744738], [2311.5394517697373], [36.45875444129939], [0.39273687332807716], [0.4072631266719231], [3.0], [3.0], [3.0], [3.0]]
[[1339.048530855121], [2574.648579983229], [37.50521942669853], [0.39046916478158566], [0.4095308352184146], [3.0], [3.0], [3.0], [3.0]]
[[1068.6237915150773], [2153.015199508258], [17.632232537510703], [0.39183596011905], [0.4081640398809503], [3.0], [3.0], [3.0], [3.0]]
[[1451.0553246512573], [2726.657712625582], [18.803765419841234], [0.3913686224145905], [0.4086313775854098], [3.0], [3.0], [3.0], [3.0]]
[[1188.6509102457503], [2313.051719367322], [36.166367482867315], [0.39271851786180756], [0.4072814821381927], [3.0], [3.0], [3.0], [3.0]]
[[1337.5626378837046], [2572.562689624333], [37.19747850555605], [0.3904666105866883], [0.40953338941331197], [3.0], [3.0], [3.0], [3.0]]
[[1069.5381340218248], [2154.5296258698213], [17.42691615824342], [0.39181761503211154], [0.4081823849678887], [3.0], [3.0], [3.0], [3.0]]
[[1449.5693951854057], [2724.571773000821], [18.58356229986037], [0.3913660941042614], [0.4086339058957389], [3.0], [3.0], [3.0], [3.0]]
[[1189.5649859078283], [2314.5657871780063], [35.875032678130246], [0.3927003336273134], [0.4072996663726869], [3.0], [3.0], [3.0], [3.0]]
[[1336.0785445584193], [2570.4785987803634], [36.89088893223238], [0.3904644462985938], [0.4095355537014065], [3.0], [3.0], [3.0], [3.0]]
[[1070.454274197279], [2156.0458490961314], [17.22275047869976], [0.39179943218557467], [0.4082005678144256], [3.0], [3.0], [3.0], [3.0]]
[[1448.0852709983074], [2722.487640475114], [18.3646025545967], [0.39136392096376804], [0.4086360790362322], [3.0], [3.0], [3.0], [3.0]]
[[1190.4808615920342], [2316.0816550181685], [35.584756613117534], [0.3926822992943051], [0.4073177007056952], [3.0], [3.0], [3.0], [3.0]]
[[1334.5962513525192], [2568.3963080999965], [36.5854507565482], [0.3904626437711536], [0.4095373562288467], [3.0], [3.0], [3.0], [3.0]]
[[1071.3722122200593], [2157.56386942734], [17.019735534482585], [0.39178139422301284], [0.40821860577698743], [3.0], [3.0], [3.0], [3.0]]
[[1446.602952185531], [2720.4053151769863], [18.146886091329254], [0.3913621136467538], [0.4086378863532465], [3.0], [3.0], [3.0], [3.0]]
[[1191.3985372209354], [2317.5993227855106], [35.29554058866174], [0.39266440553345605], [0.4073355944665442], [3.0], [3.0], [3.0], [3.0]]
[[1333.1157582109308], [2566.3158175077533], [36.28116418547367], [0.39046116112054685], [0.4095388388794534], [3.0], [3.0], [3.0], [3.0]]
[[1072.291948152585], [2159.083686947379], [16.81787198699688], [0.39176349748334216], [0.4082365025166581], [3.0], [3.0], [3.0], [3.0]]
[[1445.1224380807898], [2718.324796210392], [17.93041337455008], [0.39136062913224334], [0.4086393708677569], [3.0], [3.0], [3.0], [3.0]]
[[1192.3180128048325], [2319.118790493738], [35.00738463138181], [0.39264662315773124], [0.407353376842269], [3.0], [3.0], [3.0], [3.0]]
[[1331.637065094069], [2564.237126949383], [35.97802954209972], [0.39045999273686993], [0.40954000726313033], [3.0], [3.0], [3.0], [3.0]]
[[1073.2134824268728], [2160.6053022371034], [16.617159510548163], [0.3917457207779047], [0.40825427922209556], [3.0], [3.0], [3.0], [3.0]]
[[1443.6437285603138], [2716.24608340888], [17.71518362226235], [0.39135946089311213], [0.40864053910688813], [3.0], [3.0], [3.0], [3.0]]
[[1193.2392884777491], [2320.6400583201194], [34.72028875018749], [0.39262899604631896], [0.4073710039536813], [3.0], [3.0], [3.0], [3.0]]
[[1330.1601719748633], [2562.1602363877887], [35.67606302099709], [0.39045912897933066], [0.4095408710206696], [3.0], [3.0], [3.0], [3.0]]
[[1074.1368145328354], [2162.12871461074], [16.41759808816908], [0.3917285773750403], [0.40827142262495997], [3.0], [3.0], [3.0], [3.0]]
[[1442.1668234551805], [2714.1691765452783], [17.501197517313642], [0.39135859206355716], [0.4086414079364431], [3.0], [3.0], [3.0], [3.0]]
[[1194.1623716458103], [2322.163136059246], [34.43425397255426], [0.39261202046857724], [0.40738797953142303], [3.0], [3.0], [3.0], [3.0]]
[[1328.6850789242094], [2560.08514592014], [35.375216584480796], [0.3904585498202189], [0.4095414501797814], [3.0], [3.0], [3.0], [3.0]]
[[1075.0619442065265], [2163.6539237134352], [16.219187737787838], [0.39171115855181204], [0.4082888414481882], [3.0], [3.0], [3.0], [3.0]]
[[1440.691722550609], [2712.094075330741], [17.288456455518254], [0.3913580129449028], [0.40864198705509747], [3.0], [3.0], [3.0], [3.0]]
[[1195.0872479441327], [2323.6880047123414], [34.1492782253142], [0.39259461711807875], [0.4074053828819215], [3.0], [3.0], [3.0], [3.0]]
[[1327.2117858730799], [2558.011855451843], [35.07554171239788], [0.39045824238534665], [0.4095417576146536], [3.0], [3.0], [3.0], [3.0]]
[[1075.9888736541436], [2165.180932511437], [16.021928860873196], [0.39169390319742137], [0.4083060968025789], [3.0], [3.0], [3.0], [3.0]]
[[1439.2184255857694], [2710.0207794144962], [17.076956251042503], [0.3913577991617987], [0.4086422008382016], [3.0], [3.0], [3.0], [3.0]]
[[1196.013926529534], [2325.2146763882747], [33.86536609346521], [0.3925776025723837], [0.40742239742761654], [3.0], [3.0], [3.0], [3.0]]
[[1325.7402915573298], [2555.9403632505346], [34.777639525944736], [0.39045827912513564], [0.4095417208748646], [3.0], [3.0], [3.0], [3.0]]
[[1076.9175996126419], [2166.7097366175262], [15.825821137431916], [0.3916949745615175], [0.4083050254384828], [3.0], [3.0], [3.0], [3.0]]
[[1437.7469322538104], [2707.9492883838793], [16.8667152833161], [0.3913579607241471], [0.4086420392758532], [3.0], [3.0], [3.0], [3.0]]
[[1196.942685357234], [2326.7435186972516], [33.582562072088365], [0.3925790118330865], [0.40742098816691374], [3.0], [3.0], [3.0], [3.0]]
[[1324.2705955559418], [2553.870668739252], [34.47966445132462], [0.3904586665291778], [0.40954133347082244], [3.0], [3.0], [3.0], [3.0]]
[[1077.8481206769316], [2168.2403341426734], [15.63086447102031], [0.39167839764111045], [0.4083216023588898], [3.0], [3.0], [3.0], [3.0]]
[[1436.2772421968357], [2705.879601757579], [16.65771261609546], [0.3913584399589243], [0.408641560041076], [3.0], [3.0], [3.0], [3.0]]
[[1197.872965497333], [2328.2737924320686], [33.30077041539185], [0.39256187030038303], [0.40743812969961724], [3.0], [3.0], [3.0], [3.0]]
[[1322.8026983144423], [2551.8027725285383], [34.18343938909048], [0.39045934377637215], [0.4095406562236281], [3.0], [3.0], [3.0], [3.0]]
[[1078.7804499167676], [2169.772742659659], [15.437060821069144], [0.39166121164767675], [0.4083387883523235], [3.0], [3.0], [3.0], [3.0]]
[[1434.8093550112944], [2703.8117189928853], [16.449935759791565], [0.3913591858363046], [0.4086408141636957], [3.0], [3.0], [3.0], [3.0]]
[[1198.805044948029], [2329.805865255088], [33.02003813354685], [0.3925455391837258], [0.40745446081627446], [3.0], [3.0], [3.0], [3.0]]
[[1321.3366001461022], [2549.7366750476895], [33.888405838918175], [0.39046025637661996], [0.4095397436233803], [3.0], [3.0], [3.0], [3.0]]
[[1079.7145667748468], [2171.3069345284694], [15.24440722129141], [0.3916460135938835], [0.40835398640611675], [3.0], [3.0], [3.0], [3.0]]
[[1433.343270243456], [2701.7456394796054], [16.243412230984458], [0.39136013405185066], [0.4086398659481496], [3.0], [3.0], [3.0], [3.0]]
[[1199.7389419545734], [2331.3397612961735], [32.74036790114556], [0.39253049007360685], [0.4074695099263934], [3.0], [3.0], [3.0], [3.0]]
[[1319.8723014970178], [2547.672376908041], [33.59452833080295], [0.3904613359438831], [0.40953866405611716], [3.0], [3.0], [3.0], [3.0]]
[[1080.6504814741113], [2172.8429234939968], [15.05290523447195], [0.39163218269739586], [0.4083678173026044], [3.0], [3.0], [3.0], [3.0]]
[[1431.8789873803921], [2699.6813625279365], [16.038135951285657], [0.3913612207064081], [0.40863877929359216], [3.0], [3.0], [3.0], [3.0]]
[[1200.6746578350226], [2332.875482298042], [32.461760038688766], [0.39251663777946577], [0.4074833622205345], [3.0], [3.0], [3.0], [3.0]]
[[1318.409802752672], [2545.609878637862], [33.30176258773329], [0.3904625146454612], [0.40953748535453904], [3.0], [3.0], [3.0], [3.0]]
[[1081.5881964816992], [2174.3807128734516], [14.86255527830804], [0.3916183449698738], [0.40838165503012647], [3.0], [3.0], [3.0], [3.0]]
[[1430.4165058521266], [2697.618887371352], [15.834113809646249], [0.39136241716620956], [0.4086375828337907], [3.0], [3.0], [3.0], [3.0]]
[[1201.6121739391078], [2334.4130035949875], [32.18421279787999], [0.39250202161869163], [0.40749797838130863], [3.0], [3.0], [3.0], [3.0]]
[[1316.9491037686676], [2543.5491800392583], [33.01009629420621], [0.3904637595233873], [0.40953624047661297], [3.0], [3.0], [3.0], [3.0]]
[[1082.5277227661784], [2175.9203174159775], [14.673359024637602], [0.3916021982522859], [0.40839780174771434], [3.0], [3.0], [3.0], [3.0]]
[[1428.9558250259809], [2695.5582131590036], [15.631341788123276], [0.3913636837938417], [0.4086363162061586], [3.0], [3.0], [3.0], [3.0]]
[[1202.5514663265885], [2335.952293525579], [31.90772213044894], [0.3924846032344971], [0.4075153967655032], [3.0], [3.0], [3.0], [3.0]]
[[1315.4902044909961], [2541.490281038217], [32.71956685937755], [0.39046502648667625], [0.409534973513324], [3.0], [3.0], [3.0], [3.0]]
[[1083.4690674604806], [2177.4617467092903], [14.485317563004969], [0.39158283023098983], [0.40841716976901044], [3.0], [3.0], [3.0], [3.0]]
[[1427.496944204695], [2693.4993389531915], [15.429761003101035], [0.39136497377483037], [0.4086350262251699], [3.0], [3.0], [3.0], [3.0]]
[[1203.4925284947844], [2337.493343487196], [31.63228701412387], [0.3924679891326597], [0.4075320108673406], [3.0], [3.0], [3.0], [3.0]]
[[1314.0331049025026], [2539.433181611224], [32.431004834208494], [0.3904662645656898], [0.4095337354343105], [3.0], [3.0], [3.0], [3.0]]
[[1084.4121722681384], [2179.004922372303], [14.298422712497562], [0.3915880243926213], [0.40841197560737896], [3.0], [3.0], [3.0], [3.0]]
[[1426.039862630753], [2691.44226373518], [15.22947592199932], [0.3913662345502913], [0.408633765449709], [3.0], [3.0], [3.0], [3.0]]
[[1204.4357286100046], [2339.0366404061306], [31.357966643043227], [0.3924732935106854], [0.4075267064893149], [3.0], [3.0], [3.0], [3.0]]
[[1312.5778050075264], [2537.377881764227], [32.142131259852164], [0.3904674152403067], [0.40953258475969356], [3.0], [3.0], [3.0], [3.0]]
[[1085.357075478887], [2180.549895887806], [14.112680074861233], [0.3915720206224944], [0.40842797937750586], [3.0], [3.0], [3.0], [3.0]]
[[1424.5845794601898], [2689.3869863699747], [15.030413347930843], [0.39136740667754966], [0.4086325933224506], [3.0], [3.0], [3.0], [3.0]]
[[1205.380398541723], [2340.5813006394965], [31.084653480938137], [0.3924575976931819], [0.4075424023068184], [3.0], [3.0], [3.0], [3.0]]
[[1311.1243048228803], [2535.3243815202654], [31.85518043927693], [0.3904684148955959], [0.40953158510440435], [3.0], [3.0], [3.0], [3.0]]
[[1086.3037742248193], [2182.096663398634], [13.928089360972084], [0.39155810533151536], [0.4084418946684849], [3.0], [3.0], [3.0], [3.0]]
[[1423.131093788534], [2687.3335056412066], [14.832594076951692], [0.3913684258672201], [0.4086315741327802], [3.0], [3.0], [3.0], [3.0]]
[[1206.3268960600212], [2342.127797356411], [30.81240524778729], [0.3924441927460509], [0.40755580725394935], [3.0], [3.0], [3.0], [3.0]]
[[1309.6726043744866], [2533.2726809148644], [31.569351007094376], [0.3904691942875256], [0.4095308057124747], [3.0], [3.0], [3.0], [3.0]]
[[1087.2522655699956], [2183.645220955902], [13.744650294043272], [0.39154555232018984], [0.40845444767981043], [3.0], [3.0], [3.0], [3.0]]
[[1421.6794046394584], [2685.2818202358767], [14.636019745051328], [0.39136922249194184], [0.40863077750805843], [3.0], [3.0], [3.0], [3.0]]
[[1207.2752067785204], [2343.676111530938], [30.54121965634151], [0.3924321556724615], [0.4075678443275388], [3.0], [3.0], [3.0], [3.0]]
[[1308.2227036934435], [2531.222779990641], [31.284563682403093], [0.39046967964283974], [0.4095303203571605], [3.0], [3.0], [3.0], [3.0]]
[[1088.2025494294392], [2185.1955684442796], [13.562362992997075], [0.3915311742923673], [0.408468825707633], [3.0], [3.0], [3.0], [3.0]]
[[1420.2295109765082], [2683.2319287601194], [14.440691281333203], [0.39136972273267245], [0.4086302772673278], [3.0], [3.0], [3.0], [3.0]]
[[1208.2252812263623], [2345.2261777368753], [30.27108896067547], [0.3924180247975051], [0.4075819752024952], [3.0], [3.0], [3.0], [3.0]]
[[1306.7746028114566], [2529.1746787910447], [31.00103896377626], [0.3904697941770219], [0.4095302058229784], [3.0], [3.0], [3.0], [3.0]]
[[1089.1546297030638], [2186.7477111095386], [13.381228107514858], [0.39151800521926505], [0.4084819947807352], [3.0], [3.0], [3.0], [3.0]]
[[1418.781411720212], [2681.1838297622203], [14.24662294007748], [0.3913698498725835], [0.40863015012741677], [3.0], [3.0], [3.0], [3.0]]
[[1209.177170576374], [2346.778063651341], [30.002021335980032], [0.39240400823633026], [0.40759599176367], [3.0], [3.0], [3.0], [3.0]]
[[1305.3283017593094], [2527.128377358261], [30.71866704204161], [0.3904694600755536], [0.40953053992444666], [3.0], [3.0], [3.0], [3.0]]
[[1090.1085222757897], [2188.301670318605], [13.201247875397472], [0.39150491510832053], [0.40849508489167974], [3.0], [3.0], [3.0], [3.0]]
[[1417.3351057751634], [2679.137521769033], [14.05379656938048], [0.39136952621547527], [0.408630473784525], [3.0], [3.0], [3.0], [3.0]]
[[1210.130874279725], [2348.3317685480206], [29.73401673866077], [0.39239044848113247], [0.4076095515188678], [3.0], [3.0], [3.0], [3.0]]
[[1303.8838005661792], [2525.0838757322736], [30.43776057917451], [0.3904686013459817], [0.40953139865401855], [3.0], [3.0], [3.0], [3.0]]
[[1091.0642216540614], [2189.8574386790156], [13.022421569525413], [0.39150131969404045], [0.4084986803059598], [3.0], [3.0], [3.0], [3.0]]
[[1415.890592070638], [2677.0930033406016], [13.862230403601266], [0.3913686759584736], [0.4086313240415267], [3.0], [3.0], [3.0], [3.0]]
[[1211.0865323895707], [2349.8874776559487], [29.46709689854047], [0.39238594250012726], [0.407614057499873], [3.0], [3.0], [3.0], [3.0]]
[[1302.4410992586763], [2523.0411739495507], [30.157466233624934], [0.3904671451747972], [0.4095328548252031], [3.0], [3.0], [3.0], [3.0]]
[[1092.0217342120811], [2191.4150247580974], [12.844750052750872], [0.3914907855007308], [0.40850921449926947], [3.0], [3.0], [3.0], [3.0]]
[[1414.4478695792282], [2675.0502730952226], [13.671907415926816], [0.39136412569293677], [0.4086358743070635], [3.0], [3.0], [3.0], [3.0]]
[[1212.0438970453029], [2351.444863153016], [29.20111788161208], [0.3923743367996111], [0.4076256632003892], [3.0], [3.0], [3.0], [3.0]]
[[1301.0002397887101], [2521.0003295030247], [29.878309602636982], [0.3904619362000754], [0.40953806379992486], [3.0], [3.0], [3.0], [3.0]]
[[1092.9810622684604], [2192.9744316699334], [12.668230493898234], [0.3914730863942535], [0.4085269136057468], [3.0], [3.0], [3.0], [3.0]]
[[1413.0069375340968], [2673.0093300016306], [13.482801619376236], [0.39135957453622483], [0.40864042546377544], [3.0], [3.0], [3.0], [3.0]]
[[1213.002967321525], [2353.0039238411937], [28.93630887627377], [0.3923574368429503], [0.40764256315704994], [3.0], [3.0], [3.0], [3.0]]
[[1299.5611714301322], [2518.9612728755305], [29.6005425477025], [0.3904570415041424], [0.40954295849585787], [3.0], [3.0], [3.0], [3.0]]
[[1093.942178759199], [2194.535623033714], [12.492858460557295], [0.3914571992466782], [0.40854280075332206], [3.0], [3.0], [3.0], [3.0]]
[[1411.5678005060936], [2670.970180206895], [13.294932808725223], [0.39135521281144614], [0.4086447871885541], [3.0], [3.0], [3.0], [3.0]]
[[1213.9638532899367], [2354.5648052828383], [28.67255965253871], [0.39234296647063127], [0.407657033529369], [3.0], [3.0], [3.0], [3.0]]
[[1298.123895869065], [2516.924006377699], [29.32418730822611], [0.39045269373804325], [0.409547306261957], [3.0], [3.0], [3.0], [3.0]]
[[1094.9050747433998], [2196.098586828738], [12.318631859258074], [0.3914512549288065], [0.40854874507119376], [3.0], [3.0], [3.0], [3.0]]
[[1410.1304636795953], [2668.9328306831603], [13.108321094699189], [0.39135129578488703], [0.40864870421511323], [3.0], [3.0], [3.0], [3.0]]
[[1214.9266713809254], [2356.1276614649423], [28.40988802359051], [0.3923378872235239], [0.40766211277647635], [3.0], [3.0], [3.0], [3.0]]
[[1296.688414486207], [2514.8885319016154], [29.048489948218055], [0.39044911987793496], [0.4095508801220653], [3.0], [3.0], [3.0], [3.0]]
[[1095.8697581938577], [2197.6633337699077], [12.14555168438753], [0.3914400914868055], [0.4085599085131948], [3.0], [3.0], [3.0], [3.0]]
