[[1625.0], [2965.0], [67.0], [0.3900000000000001], [0.41000000000000014], [3.0], [3.0], [3.0], [3.0]]
[[1408.694931829451], [2666.8972878518766], [12.922951231544047], [0.39134807053959575], [0.4086519294604045], [3.0], [3.0], [3.0], [3.0]]
[[1215.8911951893563], [2357.692192952383], [28.14825971831305], [0.39232725321023976], [0.4076727467897605], [3.0], [3.0], [3.0], [3.0]]
[[1295.2547283907506], [2512.854850967297], [28.774087629533277], [0.39044610072080355], [0.4095538992791967], [3.0], [3.0], [3.0], [3.0]]
[[1096.8362339695132], [2199.2298703897554], [11.973623833579907], [0.3914277258319516], [0.40857227416804864], [3.0], [3.0], [3.0], [3.0]]
[[1407.2612029678453], [2664.863549039748], [12.738821005991511], [0.3913453341203419], [0.4086546658796584], [3.0], [3.0], [3.0], [3.0]]
[[1216.8574921647842], [2359.2584889517757], [27.887685667246345], [0.39231558944014777], [0.4076844105598525], [3.0], [3.0], [3.0], [3.0]]
[[1293.8228384724916], [2510.822964794103], [28.500913738362186], [0.39044348165326026], [0.40955651834674], [3.0], [3.0], [3.0], [3.0]]
[[1097.8044995659436], [2200.79819331913], [11.802847487656164], [0.3914166159422936], [0.40858338405770667], [3.0], [3.0], [3.0], [3.0]]
[[1405.8292758080695], [2662.8316125163624], [12.555932424915072], [0.39134294407458325], [0.408657055925417], [3.0], [3.0], [3.0], [3.0]]
[[1217.8255977228475], [2360.8265963021], [27.628171634436228], [0.39230534775901615], [0.4076946522409841], [3.0], [3.0], [3.0], [3.0]]
[[1292.392745457084], [2508.7928743764614], [28.2289311199533], [0.3904411510584347], [0.4095588489415656], [3.0], [3.0], [3.0], [3.0]]
[[1098.7745525624498], [2202.3682993001376], [11.633222024813882], [0.39140806833010044], [0.4085919316698998], [3.0], [3.0], [3.0], [3.0]]
[[1404.3991495105765], [2660.801477152665], [12.374289600057766], [0.391340788161616], [0.4086592118383843], [3.0], [3.0], [3.0], [3.0]]
[[1218.7955295314125], [2362.396538370044], [27.36972015595242], [0.392297588910655], [0.40770241108934524], [3.0], [3.0], [3.0], [3.0]]
[[1290.9644500816898], [2506.7645807247277], [27.95796806240371], [0.3904390128666857], [0.40956098713331457], [3.0], [3.0], [3.0], [3.0]]
[[1099.7463941080123], [2203.9401898773763], [11.464747432361124], [0.39139812316261535], [0.4086018768373849], [3.0], [3.0], [3.0], [3.0]]
[[1402.9708234702448], [2658.773142134866], [12.193898018860974], [0.39133879071513844], [0.4086612092848618], [3.0], [3.0], [3.0], [3.0]]
[[1219.7672274592926], [2363.9682356286926], [27.112322983041025], [0.3922876989817561], [0.4077123010182442], [3.0], [3.0], [3.0], [3.0]]
[[1289.537952805846], [2504.7380844687077], [27.688164879885555], [0.3904370021650059], [0.4095629978349944], [3.0], [3.0], [3.0], [3.0]]
[[1100.720034852899], [2205.513879378085], [11.297424954394803], [0.39138634243714554], [0.4086136575628547], [3.0], [3.0], [3.0], [3.0]]
[[1401.5442972378496], [2656.7466068588283], [12.014758304249492], [0.39133690276275557], [0.4086630972372447], [3.0], [3.0], [3.0], [3.0]]
[[1220.7406960902263], [2365.541694141589], [26.85598142305885], [0.39227527410401697], [0.4077247258959833], [3.0], [3.0], [3.0], [3.0]]
[[1288.113253871179], [2502.71338593945], [27.419578259969867], [0.3904350783116821], [0.40956492168831815], [3.0], [3.0], [3.0], [3.0]]
[[1101.6954849523568], [2207.0893814635683], [11.131255767982157], [0.39137394046298857], [0.4086260595370117], [3.0], [3.0], [3.0], [3.0]]
[[1400.1195704849792], [2654.7218708828896], [11.83686386016022], [0.39133508600743516], [0.4086649139925651], [3.0], [3.0], [3.0], [3.0]]
[[1221.7159650738931], [2367.1169531205023], [26.600699948254757], [0.39226221265832484], [0.40773778734167543], [3.0], [3.0], [3.0], [3.0]]
[[1286.6903534878943], [2500.690485424953], [27.152145218914214], [0.3904332099084784], [0.40956679009152186], [3.0], [3.0], [3.0], [3.0]]
[[1102.6727446248635], [2208.666696426503], [10.966239796268106], [0.3913609202463415], [0.40863907975365876], [3.0], [3.0], [3.0], [3.0]]
[[1398.696642983271], [2652.6989338999347], [11.660210736742302], [0.39133331116089964], [0.4086666888391006], [3.0], [3.0], [3.0], [3.0]]
[[1222.693034699344], [2368.694012949086], [26.346478660668865], [0.39224882492440427], [0.407751175075596], [3.0], [3.0], [3.0], [3.0]]
[[1285.2692518379245], [2498.6693831744806], [26.88621914997678], [0.3904313733949585], [0.4095686266050418], [3.0], [3.0], [3.0], [3.0]]
[[1103.6518096283291], [2210.245818559399], [10.802376422599174], [0.39135787263474286], [0.4086421273652574], [3.0], [3.0], [3.0], [3.0]]
[[1397.275514587429], [2650.6777957145578], [11.484804978968004], [0.39133155643214357], [0.4086684435678567], [3.0], [3.0], [3.0], [3.0]]
[[1223.6720645524565], [2370.273084686577], [26.093340626653763], [0.39224585763097464], [0.40775414236902563], [3.0], [3.0], [3.0], [3.0]]
[[1283.8499490795025], [2496.650079404825], [26.620831444633836], [0.3904295515741283], [0.409570448425872], [3.0], [3.0], [3.0], [3.0]]
[[1104.632673467734], [2211.826739126788], [10.63966477832506], [0.3913470896172302], [0.4086529103827701], [3.0], [3.0], [3.0], [3.0]]
[[1395.8561852187836], [2648.6584562209573], [11.310638659051943], [0.3913298076199694], [0.4086701923800309], [3.0], [3.0], [3.0], [3.0]]
[[1224.6527732903105], [2371.853796241701], [25.841245135327163], [0.3922350449256169], [0.4077649550743834], [3.0], [3.0], [3.0], [3.0]]
[[1282.4324453361887], [2494.6325742855743], [26.356776431376403], [0.39042773377526396], [0.4095722662247363], [3.0], [3.0], [3.0], [3.0]]
[[1105.6153377386306], [2213.4094602746277], [10.478105015053158], [0.3913339579503172], [0.40866604204968304], [3.0], [3.0], [3.0], [3.0]]
[[1394.4386548497637], [2646.6409153820478], [11.137711275275304], [0.3913280648515083], [0.408671935148492], [3.0], [3.0], [3.0], [3.0]]
[[1225.6352460998887], [2373.436260281539], [25.59020496274392], [0.3922221694803345], [0.40777783051966576], [3.0], [3.0], [3.0], [3.0]]
[[1281.0167405880604], [2492.6168677898327], [26.094005616390586], [0.39042592261073095], [0.4095740773892693], [3.0], [3.0], [3.0], [3.0]]
[[1106.5997982953127], [2214.9939764274973], [10.317696606453746], [0.39132269129813624], [0.40867730870186403], [3.0], [3.0], [3.0], [3.0]]
[[1393.0229234886967], [2644.6251732090223], [10.966038553727229], [0.39132633203341927], [0.408673667966581], [3.0], [3.0], [3.0], [3.0]]
[[1226.6195438392988], [2375.020557292414], [25.34022894132176], [0.392210443840352], [0.4077895561596483], [3.0], [3.0], [3.0], [3.0]]
[[1279.602834790874], [2490.602959857019], [25.832227043356433], [0.39042412354877376], [0.4095758764512265], [3.0], [3.0], [3.0], [3.0]]
[[1107.5860655057459], [2216.5803015283564], [10.158440785529184], [0.39130787112304466], [0.4086921288769556], [3.0], [3.0], [3.0], [3.0]]
[[1391.6089911665435], [2642.61122974351], [10.795613619787336], [0.39132461378955385], [0.4086753862104464], [3.0], [3.0], [3.0], [3.0]]
[[1227.6055936091336], [2376.606590856246], [25.09130670968306], [0.39219474617037386], [0.4078052538296264], [3.0], [3.0], [3.0], [3.0]]
[[1278.1907279116544], [2488.590850441992], [25.571751487066308], [0.39042234212979343], [0.40957765787020683], [3.0], [3.0], [3.0], [3.0]]
[[1108.5741454331085], [2218.1684437299973], [10.000338243091097], [0.3912935291487538], [0.40870647085124645], [3.0], [3.0], [3.0], [3.0]]
[[1390.1968579275485], [2640.599085045008], [10.62643690862389], [0.39132291476015757], [0.4086770852398427], [3.0], [3.0], [3.0], [3.0]]
[[1228.5934643956336], [2378.1944522182157], [24.843448015362902], [0.3921793760717489], [0.40782062392825136], [3.0], [3.0], [3.0], [3.0]]
[[1276.780419929432], [2486.580539516054], [25.312377542872337], [0.3904205834632486], [0.4095794165367517], [3.0], [3.0], [3.0], [3.0]]
[[1109.5640402577098], [2219.7584059637757], [9.843389193732325], [0.3912779778979014], [0.40872202210209885], [3.0], [3.0], [3.0], [3.0]]
[[1388.786523822756], [2638.588739182155], [10.458516587877712], [0.39132123919520057], [0.4086787608047997], [3.0], [3.0], [3.0], [3.0]]
[[1229.5831323759662], [2379.7841098692484], [24.596649457273813], [0.39216192164209085], [0.4078380783579094], [3.0], [3.0], [3.0], [3.0]]
[[1275.3719108346982], [2484.5720270662077], [25.054330250799786], [0.3904188520753187], [0.4095811479246816], [3.0], [3.0], [3.0], [3.0]]
[[1110.5557626631432], [2221.350205286391], [9.687595075618091], [0.3912653863093003], [0.40873461369069997], [3.0], [3.0], [3.0], [3.0]]
[[1387.377988907218], [2636.5801922289847], [10.291762855860002], [0.39131959061900856], [0.4086804093809917], [3.0], [3.0], [3.0], [3.0]]
[[1230.57467567073], [2381.375667116349], [24.35092183598882], [0.39215395628873173], [0.40784604371126854], [3.0], [3.0], [3.0], [3.0]]
[[1273.9652006313158], [2482.5653130977717], [24.797280868153557], [0.3904171520393409], [0.40958284796065936], [3.0], [3.0], [3.0], [3.0]]
[[1111.5492180262336], [2222.943714454963], [9.532944795848483], [0.39125777503386727], [0.408742224966133], [3.0], [3.0], [3.0], [3.0]]
[[1385.9712532439532], [2634.5734442702405], [10.126308383749233], [0.39131797210058084], [0.40868202789941943], [3.0], [3.0], [3.0], [3.0]]
[[1231.568024462893], [2382.9690316367073], [24.106255299891956], [0.39214635566856204], [0.4078536443314382], [3.0], [3.0], [3.0], [3.0]]
[[1272.5602893365635], [2480.560397634442], [24.541222029522842], [0.3904154866991667], [0.40958451330083356], [3.0], [3.0], [3.0], [3.0]]
[[1112.5444732356552], [2224.5390234167417], [9.37944624304934], [0.39124581058411545], [0.4087541894158848], [3.0], [3.0], [3.0], [3.0]]
[[1384.5663168999777], [2632.5684953960445], [9.962095695848856], [0.39131638581531325], [0.408683614184687], [3.0], [3.0], [3.0], [3.0]]
[[1232.5631056715233], [2384.5641067848683], [23.862639777562986], [0.39213434088450994], [0.40786565911549033], [3.0], [3.0], [3.0], [3.0]]
[[1271.1571769833438], [2478.557280721315], [24.28643607002403], [0.39041385922684624], [0.40958614077315403], [3.0], [3.0], [3.0], [3.0]]
[[1113.5415291735987], [2226.1361333578934], [9.227099498234617], [0.39123309847176246], [0.4087669015282378], [3.0], [3.0], [3.0], [3.0]]
[[1383.1631799567729], [2630.565345715974], [9.799129513491652], [0.39131483358872776], [0.4086851664112725], [3.0], [3.0], [3.0], [3.0]]
[[1233.559976073845], [2386.1609676410176], [23.62008311488478], [0.3921213741022922], [0.40787862589770807], [3.0], [3.0], [3.0], [3.0]]
[[1269.7558636225824], [2476.555962428178], [24.032939407582752], [0.3904122726121515], [0.40958772738784877], [3.0], [3.0], [3.0], [3.0]]
[[1114.5403887989748], [2227.735048256799], [9.075904871884592], [0.39122344462258196], [0.4087765553774183], [3.0], [3.0], [3.0], [3.0]]
[[1381.761842512724], [2628.5639953623395], [9.637414468906867], [0.39131331700920446], [0.4086866829907958], [3.0], [3.0], [3.0], [3.0]]
[[1234.558697814508], [2387.7596963950928], [23.378593683351298], [0.3921111461491784], [0.40788885385082185], [3.0], [3.0], [3.0], [3.0]]
[[1268.3563493239767], [2474.5564428505313], [23.78039870198281], [0.39041072984019953], [0.40958927015980073], [3.0], [3.0], [3.0], [3.0]]
[[1115.541056736373], [2229.33577433118], [8.92586284764199], [0.3912107077324509], [0.40878929226754934], [3.0], [3.0], [3.0], [3.0]]
[[1380.3623046864905], [2626.5644444947184], [9.476862914534742], [0.39131183766429567], [0.4086881623357046], [3.0], [3.0], [3.0], [3.0]]
[[1235.5591806730192], [2389.3601737246654], [23.138159167119547], [0.39210409226604304], [0.40789590773395723], [3.0], [3.0], [3.0], [3.0]]
[[1266.9586341759564], [2472.5587221095366], [23.52907180314765], [0.3904092344199994], [0.40959076558000085], [3.0], [3.0], [3.0], [3.0]]
[[1116.543442276922], [2230.938189594252], [8.776963220612009], [0.39120319140659676], [0.4087968085934035], [3.0], [3.0], [3.0], [3.0]]
[[1378.9645666246204], [2624.5666933101943], [9.31767493951073], [0.3913103974520342], [0.40868960254796605], [3.0], [3.0], [3.0], [3.0]]
[[1236.5614563664406], [2390.9624415784747], [22.898783825610423], [0.39209246066658965], [0.4079075393334106], [3.0], [3.0], [3.0], [3.0]]
[[1265.562718288551], [2470.562800355945], [23.279252801810536], [0.3904077888955997], [0.4095922111044006], [3.0], [3.0], [3.0], [3.0]]
[[1117.5476875035026], [2232.5424851309967], [8.629221943712968], [0.39120135234634157], [0.4087986476536587], [3.0], [3.0], [3.0], [3.0]]
[[1377.5686284830513], [2622.57074201848], [9.159689187112406], [0.3913089972221031], [0.40869100277789716], [3.0], [3.0], [3.0], [3.0]]
[[1237.5656838092739], [2392.5667101296144], [22.660488702158624], [0.3920906718471877], [0.40790932815281256], [3.0], [3.0], [3.0], [3.0]]
[[1264.168601794513], [2468.5686777716337], [23.029987847260898], [0.3904063961248778], [0.40959360387512245], [3.0], [3.0], [3.0], [3.0]]
[[1118.5537320014337], [2234.1485796876646], [8.482632171327303], [0.3911916566756273], [0.408808343324373], [3.0], [3.0], [3.0], [3.0]]
[[1376.1744904468687], [2620.576590868488], [9.00294211253611], [0.3913076384789327], [0.4086923615210676], [3.0], [3.0], [3.0], [3.0]]
[[1238.5715887256072], [2394.172616632733], [22.423237156886998], [0.392081006136372], [0.4079189938636283], [3.0], [3.0], [3.0], [3.0]]
[[1262.7762848447524], [2466.5763545633536], [22.782071845622585], [0.3904050584632839], [0.4095949415367164], [3.0], [3.0], [3.0], [3.0]]
[[1119.5615760650226], [2235.7564736601607], [8.337193906933365], [0.3911800599882169], [0.40881994001178334], [3.0], [3.0], [3.0], [3.0]]
[[1374.7821527135206], [2618.584240125756], [8.847438864820129], [0.39130632168051394], [0.40869367831948633], [3.0], [3.0], [3.0], [3.0]]
[[1239.5792637180139], [2395.7802835595567], [22.18704154714711], [0.39206936287110716], [0.4079306371288931], [3.0], [3.0], [3.0], [3.0]]
[[1261.385767615613], [2464.5858309726937], [22.535360035076337], [0.3904037768683586], [0.4095962231316417], [3.0], [3.0], [3.0], [3.0]]
[[1120.5712208007872], [2237.3661685358143], [8.192907244173373], [0.39116806559845285], [0.4088319344015474], [3.0], [3.0], [3.0], [3.0]]
[[1373.3916154877202], [2616.5936900655915], [8.693174911077412], [0.3913050461577332], [0.40869495384226706], [3.0], [3.0], [3.0], [3.0]]
[[1240.588733268923], [2397.389743289643], [21.95190505514751], [0.39205770208864665], [0.4079422979113536], [3.0], [3.0], [3.0], [3.0]]
[[1259.9970503052318], [2462.5971072710927], [22.289809761674938], [0.39040255069592833], [0.40959744930407194], [3.0], [3.0], [3.0], [3.0]]
[[1121.5826607032438], [2238.9776569122514], [8.04977156548022], [0.391156356128334], [0.4088436438716663], [3.0], [3.0], [3.0], [3.0]]
[[1372.0028789745602], [2614.604940963814], [8.59120580600808], [0.3913038096287891], [0.4086961903712112], [3.0], [3.0], [3.0], [3.0]]
[[1241.60000206527], [2399.0010020217774], [21.717828217929238], [0.3882225795535805], [0.41177742044641974], [3.0], [3.0], [3.0], [3.0]]
[[1258.6101331336538], [2460.6101837599945], [22.04928820423449], [0.3904009844370342], [0.4095990155629661], [3.0], [3.0], [3.0], [3.0]]
[[1122.6512872726482], [2240.6654165453365], [7.913703393089268], [0.38732414977845053], [0.41267585022154973], [3.0], [3.0], [3.0], [3.0]]
[[1370.6159376758098], [2612.6179854261], [8.391068364973085], [0.3913022138356905], [0.40869778616430974], [3.0], [3.0], [3.0], [3.0]]
[[1242.6131144879841], [2400.6141184525804], [21.484816996674603], [0.3882528577460316], [0.4117471422539687], [3.0], [3.0], [3.0], [3.0]]
[[1257.2250163576414], [2458.6250607911315], [21.805893368581252], [0.39039983861726624], [0.40960016138273403], [3.0], [3.0], [3.0], [3.0]]
[[1123.6657589287988], [2242.2797407649673], [7.772757529074227], [0.38735180744069186], [0.4126481925593084], [3.0], [3.0], [3.0], [3.0]]
[[1369.2308029001604], [2610.6328386609885], [8.240493150390337], [0.39130102028598435], [0.4086989797140159], [3.0], [3.0], [3.0], [3.0]]
[[1243.627986281185], [2402.2289811482487], [21.25285979137005], [0.3882795018444676], [0.4117204981555327], [3.0], [3.0], [3.0], [3.0]]
[[1255.8417002207339], [2456.641738698104], [21.563751181517688], [0.3903987325632756], [0.40960126743672465], [3.0], [3.0], [3.0], [3.0]]
[[1124.6820452949069], [2243.8958847684153], [7.632969842389437], [0.3873788030891365], [0.41262119691086374], [3.0], [3.0], [3.0], [3.0]]
[[1367.8474693902408], [2608.6494935980736], [8.091174600536082], [0.3912998454108254], [0.40870015458917486], [3.0], [3.0], [3.0], [3.0]]
[[1244.6446635242235], [2403.845651051486], [21.021962786985732], [0.3883046208182894], [0.41169537918171084], [3.0], [3.0], [3.0], [3.0]]
[[1254.4601850049798], [2454.660217867242], [21.322768992907683], [0.3903976555072197], [0.40960234449278055], [3.0], [3.0], [3.0], [3.0]]
[[1125.7001588542444], [2245.513865334794], [7.494337427197204], [0.3874044388120783], [0.41259556118792196], [3.0], [3.0], [3.0], [3.0]]
[[1366.465937295755], [2606.6679504386757], [7.943065106876476], [0.39129867809312957], [0.4087013219068707], [3.0], [3.0], [3.0], [3.0]]
[[1245.6631487766729], [2405.4641315472577], [20.79212625455405], [0.38833138813721835], [0.4116686118627819], [3.0], [3.0], [3.0], [3.0]]
[[1253.0804709968], [2452.6804986908382], [21.082941601328223], [0.390396594659737], [0.4096034053402633], [3.0], [3.0], [3.0], [3.0]]
[[1126.72005603062], [2247.1336238762296], [7.35685571047984], [0.3874318184170997], [0.41256818158290054], [3.0], [3.0], [3.0], [3.0]]
[[1365.0862067421806], [2604.6882093515283], [7.796222300307396], [0.3912975052023673], [0.408702494797633], [3.0], [3.0], [3.0], [3.0]]
[[1246.683443519794], [2407.0844245944304], [20.563350324967203], [0.3883581116207129], [0.4116418883792874], [3.0], [3.0], [3.0], [3.0]]
[[1251.7025584867192], [2450.7025815667603], [20.844263169813907], [0.3903955322414432], [0.4096044677585571], [3.0], [3.0], [3.0], [3.0]]
[[1127.7417627263983], [2248.7551952196955], [7.2205274214441495], [0.38745902758625395], [0.4125409724137463], [3.0], [3.0], [3.0], [3.0]]
[[1363.708277787618], [2602.7102704147546], [7.6506234198095076], [0.3912963097495967], [0.40870369025040354], [3.0], [3.0], [3.0], [3.0]]
[[1247.7055457909314], [2408.706527597307], [20.335634737433587], [0.38838480119942087], [0.4116151988005794], [3.0], [3.0], [3.0], [3.0]]
